pathogen_iri	pathogen_label	host_iri	host_label
http://www.pitt.edu/obc/IDE_0000004361	Mycobacterium tuberculosis in Philippines	http://www.pitt.edu/obc/IDE_0000000933	humans in Philippines
http://www.pitt.edu/obc/IDE_0000004498	Mycobacterium tuberculosis in Croatia	http://www.pitt.edu/obc/IDE_0000000878	humans in Croatia
http://www.pitt.edu/obc/IDE_0000004465	Mycobacterium tuberculosis in Sudan	http://www.pitt.edu/obc/IDE_0000000946	humans in Sudan
http://www.pitt.edu/obc/IDE_0000004399	Mycobacterium tuberculosis in Indonesia	http://www.pitt.edu/obc/IDE_0000000937	humans in Indonesia
http://www.pitt.edu/obc/IDE_0000004513	Mycobacterium tuberculosis in Iceland	http://www.pitt.edu/obc/IDE_0000000883	humans in Iceland
http://www.pitt.edu/obc/IDE_0000004438	Mycobacterium tuberculosis in Djibouti	http://www.pitt.edu/obc/IDE_0000000929	humans in Djibouti
http://www.pitt.edu/obc/IDE_0000004407	Mycobacterium tuberculosis in Nepal	http://www.pitt.edu/obc/IDE_0000000864	humans in Nepal
http://www.pitt.edu/obc/IDE_0000004510	Mycobacterium tuberculosis in Sierra Leone	http://www.pitt.edu/obc/IDE_0000000075	humans in Sierra Leone
http://www.pitt.edu/obc/IDE_0000004362	Mycobacterium tuberculosis in Saint Kitts and Nevis	http://www.pitt.edu/obc/IDE_0000000830	humans in Saint Kitts and Nevis
http://www.pitt.edu/obc/IDE_0000004445	Mycobacterium tuberculosis in Germany	http://www.pitt.edu/obc/IDE_0000000877	humans in Germany
http://www.pitt.edu/obc/IDE_0000004470	Mycobacterium tuberculosis in Madagascar	http://www.pitt.edu/obc/IDE_0000000849	humans in Madagascar
http://www.pitt.edu/obc/IDE_0000004511	Mycobacterium tuberculosis in Gabon	http://www.pitt.edu/obc/IDE_0000000080	humans in Gabon
http://www.pitt.edu/obc/IDE_0000004404	Mycobacterium tuberculosis in Gambia	http://www.pitt.edu/obc/IDE_0000000919	humans in Gambia
http://www.pitt.edu/obc/IDE_0000004468	Mycobacterium tuberculosis in Swaziland	http://www.pitt.edu/obc/IDE_0000000967	humans in Swaziland
http://www.pitt.edu/obc/IDE_0000004402	Mycobacterium tuberculosis in Guadeloupe	http://www.pitt.edu/obc/IDE_0000001444	humans in Guadeloupe
http://www.pitt.edu/obc/IDE_0000004545	Mycobacterium tuberculosis in Barbados	http://www.pitt.edu/obc/IDE_0000000952	humans in Barbados
http://www.pitt.edu/obc/IDE_0000004447	Mycobacterium tuberculosis in Finland	http://www.pitt.edu/obc/IDE_0000000969	humans in Finland
http://www.pitt.edu/obc/IDE_0000004525	Mycobacterium tuberculosis in Brunei Darussalam	http://www.pitt.edu/obc/IDE_0000000943	humans in Brunei Darussalam
http://www.pitt.edu/obc/IDE_0000004548	Mycobacterium tuberculosis in Democratic Republic of Congo	http://www.pitt.edu/obc/IDE_0000000078	humans in Democratic Republic of Congo
http://www.pitt.edu/obc/IDE_0000004363	Mycobacterium tuberculosis in Turks and Caicos Islands	http://www.pitt.edu/obc/IDE_0000001446	humans in Turks and Caicos Islands
http://www.pitt.edu/obc/IDE_0000004533	Mycobacterium tuberculosis in Argentina	http://www.pitt.edu/obc/IDE_0000000802	humans in Argentina
http://www.pitt.edu/obc/IDE_0000004517	Mycobacterium tuberculosis in Cabo Verde	http://www.pitt.edu/obc/IDE_0000000845	humans in Cabo Verde
http://www.pitt.edu/obc/IDE_0000004439	Mycobacterium tuberculosis in Tonga	http://www.pitt.edu/obc/IDE_0000000939	humans in Tonga
http://www.pitt.edu/obc/IDE_0000004529	Mycobacterium tuberculosis in Cuba	http://www.pitt.edu/obc/IDE_0000000974	humans in Cuba
http://www.pitt.edu/obc/IDE_0000004410	Mycobacterium tuberculosis in Lithuania	http://www.pitt.edu/obc/IDE_0000000847	humans in Lithuania
http://www.pitt.edu/obc/IDE_0000004414	Mycobacterium tuberculosis in Ghana	http://www.pitt.edu/obc/IDE_0000000972	humans in Ghana
http://www.pitt.edu/obc/IDE_0000004381	Mycobacterium tuberculosis in Suriname	http://www.pitt.edu/obc/IDE_0000000892	humans in Suriname
http://www.pitt.edu/obc/IDE_0000004493	Mycobacterium tuberculosis in Sint Maarten	http://www.pitt.edu/obc/IDE_0000001439	humans in Sint Maarten
http://www.pitt.edu/obc/IDE_0000004456	Mycobacterium tuberculosis in Ireland	http://www.pitt.edu/obc/IDE_0000000965	humans in Ireland
http://www.pitt.edu/obc/IDE_0000004425	Mycobacterium tuberculosis in Cameroon	http://www.pitt.edu/obc/IDE_0000000909	humans in Cameroon
http://www.pitt.edu/obc/IDE_0000004379	Mycobacterium tuberculosis in Pakistan	http://www.pitt.edu/obc/IDE_0000000812	humans in Pakistan
http://www.pitt.edu/obc/IDE_0000004426	Mycobacterium tuberculosis in Tanzania	http://www.pitt.edu/obc/IDE_0000000396	humans in Tanzania
http://www.pitt.edu/obc/IDE_0000004526	Mycobacterium tuberculosis in Republic of South Ossetia	http://www.pitt.edu/obc/IDE_0000000955	humans in Republic of South Ossetia
http://www.pitt.edu/obc/IDE_0000004395	Mycobacterium tuberculosis in Kuwait	http://www.pitt.edu/obc/IDE_0000000852	humans in Kuwait
http://www.pitt.edu/obc/IDE_0000004502	Mycobacterium tuberculosis in Algeria	http://www.pitt.edu/obc/IDE_0000000888	humans in Algeria
http://www.pitt.edu/obc/IDE_0000004344	Mycobacterium tuberculosis in Dominican Republic	http://www.pitt.edu/obc/IDE_0000000886	humans in Dominican Republic
http://www.pitt.edu/obc/IDE_0000004462	Mycobacterium tuberculosis in Maldives	http://www.pitt.edu/obc/IDE_0000000945	humans in Maldives
http://www.pitt.edu/obc/IDE_0000004481	Mycobacterium tuberculosis in Ukraine	http://www.pitt.edu/obc/IDE_0000000857	humans in Ukraine
http://www.pitt.edu/obc/IDE_0000004514	Mycobacterium tuberculosis in Trinidad and Tobago	http://www.pitt.edu/obc/IDE_0000000861	humans in Trinidad and Tobago
http://www.pitt.edu/obc/IDE_0000004424	Mycobacterium tuberculosis in State of Palestine	http://www.pitt.edu/obc/IDE_0000000828	humans in State of Palestine
http://www.pitt.edu/obc/IDE_0000004549	Mycobacterium tuberculosis in Colombia	http://www.pitt.edu/obc/IDE_0000000135	humans in Colombia
http://www.pitt.edu/obc/IDE_0000004433	Mycobacterium tuberculosis in Mauritius	http://www.pitt.edu/obc/IDE_0000000908	humans in Mauritius
http://www.pitt.edu/obc/IDE_0000004437	Mycobacterium tuberculosis in India	http://www.pitt.edu/obc/IDE_0000000827	humans in India
http://www.pitt.edu/obc/IDE_0000004339	Mycobacterium tuberculosis in Czech Republic	http://www.pitt.edu/obc/IDE_0000000957	humans in Czech Republic
http://www.pitt.edu/obc/IDE_0000004459	Mycobacterium tuberculosis in Montserrat	http://www.pitt.edu/obc/IDE_0000001448	humans in Montserrat
http://www.pitt.edu/obc/IDE_0000004334	Mycobacterium tuberculosis in San Marino	http://www.pitt.edu/obc/IDE_0000000924	humans in San Marino
http://www.pitt.edu/obc/IDE_0000004418	Mycobacterium tuberculosis in New Caledonia	http://www.pitt.edu/obc/IDE_0000001543	humans in New Caledonia
http://www.pitt.edu/obc/IDE_0000004392	Mycobacterium tuberculosis in Haiti	http://www.pitt.edu/obc/IDE_0000000906	humans in Haiti
http://www.pitt.edu/obc/IDE_0000004497	Mycobacterium tuberculosis in Transnistria	http://www.pitt.edu/obc/IDE_0000000811	humans in Transnistria
http://www.pitt.edu/obc/IDE_0000004355	Mycobacterium tuberculosis in Fiji	http://www.pitt.edu/obc/IDE_0000000822	humans in Fiji
http://www.pitt.edu/obc/IDE_0000004489	Mycobacterium tuberculosis in Mexico	http://www.pitt.edu/obc/IDE_0000000944	humans in Mexico
http://www.pitt.edu/obc/IDE_0000004350	Mycobacterium tuberculosis in Anguilla	http://www.pitt.edu/obc/IDE_0000001447	humans in Anguilla
http://www.pitt.edu/obc/IDE_0000004369	Mycobacterium tuberculosis in Republic of Kosovo	http://www.pitt.edu/obc/IDE_0000000799	humans in Republic of Kosovo
http://www.pitt.edu/obc/IDE_0000004472	Mycobacterium tuberculosis in Canada	http://www.pitt.edu/obc/IDE_0000000356	humans in Canada
http://www.pitt.edu/obc/IDE_0000004413	Mycobacterium tuberculosis in Singapore	http://www.pitt.edu/obc/IDE_0000000161	humans in Singapore
http://www.pitt.edu/obc/IDE_0000004475	Mycobacterium tuberculosis in Latvia	http://www.pitt.edu/obc/IDE_0000000907	humans in Latvia
http://www.pitt.edu/obc/IDE_0000004389	Mycobacterium tuberculosis in Australia	http://www.pitt.edu/obc/IDE_0000000825	humans in Australia
http://www.pitt.edu/obc/IDE_0000004550	Mycobacterium tuberculosis in Côte d'Ivoire	http://www.pitt.edu/obc/IDE_0000000835	humans in Côte d'Ivoire
http://www.pitt.edu/obc/IDE_0000004535	Mycobacterium tuberculosis in Azerbaijan	http://www.pitt.edu/obc/IDE_0000000901	humans in Azerbaijan
